,algorithm,seed,feature,information_gain
50,tsfresh_base,455,StateHoliday_b__mean,120.10158175000001
51,tsfresh_base,455,Open__mean,87567.3629587101
52,tsfresh_base,455,"DayOfWeek_2__agg_autocorrelation__f_agg_""median""__maxlag_40",158715.2873538919
53,tsfresh_base,455,StateHoliday_c__mean,17.1696091335
54,tsfresh_base,455,DayOfWeek_4__autocorrelation__lag_2,910418.88242
55,tsfresh_base,455,"StateHoliday_0__agg_autocorrelation__f_agg_""median""__maxlag_40",209103.88463333333
56,tsfresh_base,455,"DayOfWeek_7__agg_autocorrelation__f_agg_""var""__maxlag_40",166679.86281437502
57,tsfresh_base,455,year__autocorrelation__lag_5,391810.49366666673
58,tsfresh_base,455,StateHoliday_0__autocorrelation__lag_4,1.3502221933333332
59,tsfresh_base,455,"DayOfWeek_7__agg_autocorrelation__f_agg_""mean""__maxlag_40",345038.2083333333
60,tsfresh_base,455,DayOfWeek_6__autocorrelation__lag_5,0.433091909
61,tsfresh_base,455,DayOfWeek_6__autocorrelation__lag_3,701787.9694285715
62,tsfresh_base,455,DayOfWeek_3__autocorrelation__lag_5,666.039673
63,tsfresh_base,455,DayOfWeek_6__autocorrelation__lag_1,173620.4326
64,tsfresh_base,455,"DayOfWeek_5__agg_autocorrelation__f_agg_""mean""__maxlag_40",209300.6383197059
65,tsfresh_base,455,DayOfWeek_6__autocorrelation__lag_8,106229.27954999999
66,tsfresh_base,455,DayOfWeek_5__autocorrelation__lag_2,53824.99504999999
67,tsfresh_base,455,"DayOfWeek_4__agg_autocorrelation__f_agg_""median""__maxlag_40",48708.222649999996
68,tsfresh_base,455,"DayOfWeek_1__agg_autocorrelation__f_agg_""mean""__maxlag_40",195223.91972444445
69,tsfresh_base,455,DayOfWeek_7__autocorrelation__lag_6,7888.25244
70,tsfresh_base,455,"DayOfWeek_1__agg_autocorrelation__f_agg_""median""__maxlag_40",217429.1304230909
71,tsfresh_base,455,"DayOfWeek_3__agg_autocorrelation__f_agg_""mean""__maxlag_40",236230.07576
72,tsfresh_base,455,DayOfWeek_2__autocorrelation__lag_2,53441.078766666666
73,tsfresh_base,455,Open__autocorrelation__lag_7,440696.3126666667
74,tsfresh_base,455,"DayOfWeek_3__agg_autocorrelation__f_agg_""var""__maxlag_40",196532.60450714285
75,tsfresh_base,455,Promo__autocorrelation__lag_1,244288.89366315785
76,tsfresh_base,455,StateHoliday_0__autocorrelation__lag_5,160526.7221142857
77,tsfresh_base,455,StateHoliday_c__autocorrelation__lag_5,116571.005
78,tsfresh_base,455,DayOfWeek_6,103301.36463333333
79,tsfresh_base,455,"DayOfWeek_5__agg_autocorrelation__f_agg_""var""__maxlag_40",152196.9009090909
80,tsfresh_base,455,"year__agg_autocorrelation__f_agg_""mean""__maxlag_40",90949.34649999999
81,tsfresh_base,455,DayOfWeek_2__autocorrelation__lag_4,297440.875
82,tsfresh_base,455,DayOfWeek_5__autocorrelation__lag_4,653910.375
83,tsfresh_base,455,DayOfWeek_1__autocorrelation__lag_5,87941.6953
84,tsfresh_base,455,DayOfWeek_1__autocorrelation__lag_2,110312.56135714284
85,tsfresh_base,455,StateHoliday_a__autocorrelation__lag_4,91247.07800000001
86,tsfresh_base,455,year__autocorrelation__lag_8,19615.3789
87,tsfresh_base,455,StateHoliday_a__mean_change,10823.333
88,tsfresh_base,455,Open__standard_deviation,47029.5703
89,tsfresh_base,455,DayOfWeek_5__autocorrelation__lag_1,7044.06348
90,tsfresh_base,455,StateHoliday_a__autocorrelation__lag_2,54446.39065
0,tsfresh_base,23,Open,355380652.5507246
1,tsfresh_base,23,Promo,75849344.0
2,tsfresh_base,23,DayOfWeek_7__autocorrelation__lag_2,29067673.6
3,tsfresh_base,23,month,6414812.024568455
4,tsfresh_base,23,target_lagged_by_1,4860870.978169153
5,tsfresh_base,23,"DayOfWeek_3__agg_autocorrelation__f_agg_""median""__maxlag_40",25813504.0
6,tsfresh_base,23,"DayOfWeek_2__agg_autocorrelation__f_agg_""var""__maxlag_40",1020800.321709126
7,tsfresh_base,23,target_lagged_by_1__mean_change,4543643.152864173
8,tsfresh_base,23,"Promo__agg_autocorrelation__f_agg_""median""__maxlag_40",19302406.666666668
9,tsfresh_base,23,"target_lagged_by_1__agg_autocorrelation__f_agg_""var""__maxlag_40",2140085.785714286
10,tsfresh_base,23,target_lagged_by_1__autocorrelation__lag_8,1305410.953757948
11,tsfresh_base,23,Open__autocorrelation__lag_9,1370222.5225376715
12,tsfresh_base,23,Promo__autocorrelation__lag_9,7286308.982758621
13,tsfresh_base,23,"DayOfWeek_4__agg_autocorrelation__f_agg_""mean""__maxlag_40",6290944.0
14,tsfresh_base,23,Promo__autocorrelation__lag_3,1848208.2071703752
15,tsfresh_base,23,Promo__mean_change,1914769.881090909
16,tsfresh_base,23,target_lagged_by_1__autocorrelation__lag_6,2034939.3989894262
17,tsfresh_base,23,"StateHoliday_0__agg_autocorrelation__f_agg_""var""__maxlag_40",2375649.8038908173
18,tsfresh_base,23,"target_lagged_by_1__agg_autocorrelation__f_agg_""mean""__maxlag_40",1172622.1950527118
19,tsfresh_base,23,Open__mean_change,137587102.96176797
20,tsfresh_base,23,Promo__autocorrelation__lag_4,5465667.286195573
21,tsfresh_base,23,"Open__agg_autocorrelation__f_agg_""mean""__maxlag_40",1222655.8505429719
22,tsfresh_base,23,"target_lagged_by_1__agg_autocorrelation__f_agg_""median""__maxlag_40",402309.45793804724
23,tsfresh_base,23,year,2306708.1489999997
24,tsfresh_base,23,Promo__autocorrelation__lag_2,1256353.2741818184
25,tsfresh_base,23,target_lagged_by_1__autocorrelation__lag_1,1157490.8220632654
26,tsfresh_base,23,Open__autocorrelation__lag_1,368461.3333333333
27,tsfresh_base,23,Open__mean,260490.788989889
28,tsfresh_base,23,"Open__agg_autocorrelation__f_agg_""var""__maxlag_40",359096.9632954111
29,tsfresh_base,23,Open__autocorrelation__lag_6,250007.77797516083
30,tsfresh_base,23,StateHoliday_b__standard_deviation,2483.965455
31,tsfresh_base,23,"StateHoliday_0__agg_autocorrelation__f_agg_""median""__maxlag_40",20.316515331250002
32,tsfresh_base,23,"Promo__agg_autocorrelation__f_agg_""mean""__maxlag_40",760388.1707646496
33,tsfresh_base,23,"DayOfWeek_7__agg_autocorrelation__f_agg_""mean""__maxlag_40",5068592.0
34,tsfresh_base,23,Open__autocorrelation__lag_8,671732.4704962628
35,tsfresh_base,23,StateHoliday_b__mean,1832.8405206333998
36,tsfresh_base,23,SchoolHoliday,1754666.892857143
37,tsfresh_base,23,Open__standard_deviation,28.39798195
38,tsfresh_base,23,Promo__median,1097016.0
39,tsfresh_base,23,"DayOfWeek_1__agg_autocorrelation__f_agg_""var""__maxlag_40",2434107.1874545454
40,tsfresh_base,23,"Promo__agg_autocorrelation__f_agg_""var""__maxlag_40",423559.5625
41,tsfresh_base,23,"DayOfWeek_3__agg_autocorrelation__f_agg_""mean""__maxlag_40",3611184.0
42,tsfresh_base,23,Open__autocorrelation__lag_5,554247.6974898338
43,tsfresh_base,23,DayOfWeek_6__autocorrelation__lag_1,591963.5349999999
44,tsfresh_base,23,DayOfWeek_1__autocorrelation__lag_6,3153952.0
45,tsfresh_base,23,DayOfWeek_4,2240798.0
46,tsfresh_base,23,"StateHoliday_c__agg_autocorrelation__f_agg_""var""__maxlag_40",1258541.475
47,tsfresh_base,23,"StateHoliday_b__agg_autocorrelation__f_agg_""var""__maxlag_40",39.31335735
48,tsfresh_base,23,Open__autocorrelation__lag_7,13.9577932
49,tsfresh_base,23,StateHoliday_0__autocorrelation__lag_5,1107082.0
50,tsfresh_base,23,StateHoliday_0__autocorrelation__lag_4,30.887335800000002
51,tsfresh_base,23,StateHoliday_c__autocorrelation__lag_8,1336433.7142857143
52,tsfresh_base,23,StateHoliday_c__mean,18.312496200000002
53,tsfresh_base,23,"StateHoliday_0__agg_autocorrelation__f_agg_""mean""__maxlag_40",748452.0
54,tsfresh_base,23,"DayOfWeek_5__agg_autocorrelation__f_agg_""mean""__maxlag_40",82135.3602262146
55,tsfresh_base,23,"DayOfWeek_7__agg_autocorrelation__f_agg_""var""__maxlag_40",0.702071607
56,tsfresh_base,23,"DayOfWeek_2__agg_autocorrelation__f_agg_""median""__maxlag_40",0.149251968
57,tsfresh_base,23,"StateHoliday_b__agg_autocorrelation__f_agg_""mean""__maxlag_40",25.8623905
58,tsfresh_base,23,DayOfWeek_6__autocorrelation__lag_3,1033882.6066666666
0,tsfresh_base,44,Open,251641777.95
1,tsfresh_base,44,Promo,31350742.216972724
2,tsfresh_base,44,DayOfWeek_7__autocorrelation__lag_2,23459536.0
3,tsfresh_base,44,month,5936031.928637832
4,tsfresh_base,44,target_lagged_by_1,4696123.9441817645
5,tsfresh_base,44,Open__mean_change,471744360.91510004
6,tsfresh_base,44,DayOfWeek_4__autocorrelation__lag_3,46543872.0
7,tsfresh_base,44,"DayOfWeek_3__agg_autocorrelation__f_agg_""median""__maxlag_40",19908506.041666668
8,tsfresh_base,44,"Open__agg_autocorrelation__f_agg_""mean""__maxlag_40",2587712.2174574463
9,tsfresh_base,44,DayOfWeek_7__autocorrelation__lag_9,14626796.4845
10,tsfresh_base,44,Promo__autocorrelation__lag_9,8737494.15
11,tsfresh_base,44,"Promo__agg_autocorrelation__f_agg_""median""__maxlag_40",20389133.240384616
12,tsfresh_base,44,Promo__mean_change,1086400.8073333332
13,tsfresh_base,44,DayOfWeek_4__autocorrelation__lag_4,133666624.0
14,tsfresh_base,44,target_lagged_by_1__mean_change,2581161.3103698147
15,tsfresh_base,44,"Open__agg_autocorrelation__f_agg_""var""__maxlag_40",402308.09177124116
16,tsfresh_base,44,target_lagged_by_1__autocorrelation__lag_8,861595.6454483193
17,tsfresh_base,44,Promo__autocorrelation__lag_3,1156190.6891437692
18,tsfresh_base,44,Promo__autocorrelation__lag_4,10792894.926589962
19,tsfresh_base,44,"target_lagged_by_1__agg_autocorrelation__f_agg_""mean""__maxlag_40",1384016.220941242
20,tsfresh_base,44,"target_lagged_by_1__agg_autocorrelation__f_agg_""var""__maxlag_40",1778008.994132075
21,tsfresh_base,44,Open__autocorrelation__lag_6,398264.7256841063
22,tsfresh_base,44,"StateHoliday_0__agg_autocorrelation__f_agg_""var""__maxlag_40",778566.4141730472
23,tsfresh_base,44,Promo__autocorrelation__lag_2,1769164.7142857143
24,tsfresh_base,44,year,1376060.8283264705
25,tsfresh_base,44,target_lagged_by_1__autocorrelation__lag_1,1023544.2175931775
26,tsfresh_base,44,Promo__autocorrelation__lag_1,1059641.5
27,tsfresh_base,44,target_lagged_by_1__autocorrelation__lag_6,1522328.5054565354
28,tsfresh_base,44,StateHoliday_0__mean_change,50955008.0
29,tsfresh_base,44,"target_lagged_by_1__agg_autocorrelation__f_agg_""median""__maxlag_40",419165.0929597891
30,tsfresh_base,44,DayOfWeek_4,2446085.3333333335
31,tsfresh_base,44,StateHoliday_b__mean,78391.10208563636
32,tsfresh_base,44,"StateHoliday_b__agg_autocorrelation__f_agg_""var""__maxlag_40",577.09470925
33,tsfresh_base,44,DayOfWeek_6,1565252.5358571426
34,tsfresh_base,44,Open__autocorrelation__lag_8,484813.03072822216
35,tsfresh_base,44,Open__mean,25698.091805512195
36,tsfresh_base,44,"StateHoliday_0__agg_autocorrelation__f_agg_""mean""__maxlag_40",705.36430245
37,tsfresh_base,44,"DayOfWeek_1__agg_autocorrelation__f_agg_""var""__maxlag_40",1662430.2666610912
38,tsfresh_base,44,"Promo__agg_autocorrelation__f_agg_""mean""__maxlag_40",793080.9285156
39,tsfresh_base,44,"StateHoliday_c__agg_autocorrelation__f_agg_""var""__maxlag_40",2530009.45
40,tsfresh_base,44,"DayOfWeek_2__agg_autocorrelation__f_agg_""median""__maxlag_40",0.201598048
41,tsfresh_base,44,Open__autocorrelation__lag_1,489641.6899199125
42,tsfresh_base,44,"StateHoliday_0__agg_autocorrelation__f_agg_""median""__maxlag_40",4705.070144818183
43,tsfresh_base,44,DayOfWeek_1__autocorrelation__lag_6,5476400.0
44,tsfresh_base,44,SchoolHoliday,1704117.3402222223
45,tsfresh_base,44,Open__autocorrelation__lag_9,1320790.8107058792
46,tsfresh_base,44,"DayOfWeek_5__agg_autocorrelation__f_agg_""mean""__maxlag_40",112962.56934808675
47,tsfresh_base,44,Promo__median,1626596.0
48,tsfresh_base,44,"DayOfWeek_4__agg_autocorrelation__f_agg_""mean""__maxlag_40",684689.4839999999
49,tsfresh_base,44,StateHoliday_b__standard_deviation,56865.921505000006
50,tsfresh_base,44,DayOfWeek_5__autocorrelation__lag_3,4172381.0
51,tsfresh_base,44,Open__autocorrelation__lag_5,970152.0
52,tsfresh_base,44,"DayOfWeek_3__agg_autocorrelation__f_agg_""var""__maxlag_40",67445.34537878171
53,tsfresh_base,44,"DayOfWeek_2__agg_autocorrelation__f_agg_""var""__maxlag_40",1930408.48045
54,tsfresh_base,44,"DayOfWeek_1__agg_autocorrelation__f_agg_""median""__maxlag_40",1381896.0
55,tsfresh_base,44,StateHoliday_a__autocorrelation__lag_2,1136.03088325
56,tsfresh_base,44,"Promo__agg_autocorrelation__f_agg_""var""__maxlag_40",351927.7514251667
57,tsfresh_base,44,StateHoliday_a,271.626404
58,tsfresh_base,44,StateHoliday_c__autocorrelation__lag_8,1401625.5
59,tsfresh_base,44,Open__standard_deviation,4210.421145
60,tsfresh_base,44,Open__autocorrelation__lag_3,1763029.3333333333
61,tsfresh_base,44,"DayOfWeek_7__agg_autocorrelation__f_agg_""var""__maxlag_40",461927.2368333333
62,tsfresh_base,44,"DayOfWeek_7__agg_autocorrelation__f_agg_""mean""__maxlag_40",555479.688
63,tsfresh_base,44,DayOfWeek_1__autocorrelation__lag_9,1774138.5
64,tsfresh_base,44,StateHoliday_0__autocorrelation__lag_5,867167.0
65,tsfresh_base,44,DayOfWeek_6__autocorrelation__lag_1,129773.5
66,tsfresh_base,44,"DayOfWeek_5__agg_autocorrelation__f_agg_""var""__maxlag_40",255.042786
67,tsfresh_base,44,"DayOfWeek_1__agg_autocorrelation__f_agg_""mean""__maxlag_40",156.233093
68,tsfresh_base,44,DayOfWeek_3__autocorrelation__lag_6,753303.25
69,tsfresh_base,44,DayOfWeek_4__autocorrelation__lag_1,318161.828
70,tsfresh_base,44,DayOfWeek_6__autocorrelation__lag_2,748735.5
71,tsfresh_base,44,DayOfWeek_3__autocorrelation__lag_2,276026.5
72,tsfresh_base,44,"DayOfWeek_4__agg_autocorrelation__f_agg_""median""__maxlag_40",166308.25
73,tsfresh_base,44,StateHoliday_a__autocorrelation__lag_4,619628.0
74,tsfresh_base,44,"DayOfWeek_4__agg_autocorrelation__f_agg_""var""__maxlag_40",285785.7265
75,tsfresh_base,44,"DayOfWeek_6__agg_autocorrelation__f_agg_""var""__maxlag_40",150182.77066666665
76,tsfresh_base,44,DayOfWeek_4__autocorrelation__lag_2,51501.0664
0,tsfresh_base,665,Open,341086655.7083333
1,tsfresh_base,665,Promo,31163586.29888176
2,tsfresh_base,665,DayOfWeek_7__autocorrelation__lag_2,32455168.0
3,tsfresh_base,665,month,5825900.212936002
4,tsfresh_base,665,target_lagged_by_1,5164583.321290716
5,tsfresh_base,665,"DayOfWeek_3__agg_autocorrelation__f_agg_""mean""__maxlag_40",11409058.885666667
6,tsfresh_base,665,Promo__autocorrelation__lag_9,7638952.621740326
7,tsfresh_base,665,"Open__agg_autocorrelation__f_agg_""mean""__maxlag_40",1318081.4851499726
8,tsfresh_base,665,DayOfWeek_7__autocorrelation__lag_9,13749642.0
9,tsfresh_base,665,"Promo__agg_autocorrelation__f_agg_""median""__maxlag_40",17173474.486413773
10,tsfresh_base,665,Promo__autocorrelation__lag_4,741464.8794000001
11,tsfresh_base,665,Open__autocorrelation__lag_6,768876.9396951351
12,tsfresh_base,665,Promo__mean_change,1862108.8155454546
13,tsfresh_base,665,target_lagged_by_1__mean_change,1772190.3516561002
14,tsfresh_base,665,"StateHoliday_0__agg_autocorrelation__f_agg_""var""__maxlag_40",1844460.7415438204
15,tsfresh_base,665,"target_lagged_by_1__agg_autocorrelation__f_agg_""var""__maxlag_40",1381027.2518738955
16,tsfresh_base,665,Promo__autocorrelation__lag_3,2201055.8181818184
17,tsfresh_base,665,target_lagged_by_1__autocorrelation__lag_6,1471648.4718452934
18,tsfresh_base,665,year,1573434.6351290324
19,tsfresh_base,665,"target_lagged_by_1__agg_autocorrelation__f_agg_""median""__maxlag_40",570046.4668475742
20,tsfresh_base,665,target_lagged_by_1__autocorrelation__lag_1,1038333.943256866
21,tsfresh_base,665,Open__mean_change,106312536.11515333
22,tsfresh_base,665,Promo__autocorrelation__lag_2,1107391.5915833332
23,tsfresh_base,665,"target_lagged_by_1__agg_autocorrelation__f_agg_""mean""__maxlag_40",1429296.7601426803
24,tsfresh_base,665,SchoolHoliday,769125.2435817778
25,tsfresh_base,665,Open__autocorrelation__lag_1,598506.25
26,tsfresh_base,665,Promo__median,1204240.0
27,tsfresh_base,665,"DayOfWeek_3__agg_autocorrelation__f_agg_""median""__maxlag_40",2254198.125
28,tsfresh_base,665,DayOfWeek_5__autocorrelation__lag_3,4021209.3333333335
29,tsfresh_base,665,DayOfWeek_3__mean,1350144.0
30,tsfresh_base,665,"StateHoliday_c__agg_autocorrelation__f_agg_""var""__maxlag_40",2205706.7083333335
31,tsfresh_base,665,target_lagged_by_1__autocorrelation__lag_8,764967.553376537
32,tsfresh_base,665,"DayOfWeek_2__agg_autocorrelation__f_agg_""var""__maxlag_40",2073592.344
33,tsfresh_base,665,"DayOfWeek_1__agg_autocorrelation__f_agg_""var""__maxlag_40",1400910.520575
34,tsfresh_base,665,StateHoliday_a__autocorrelation__lag_4,667182.0
35,tsfresh_base,665,"Promo__agg_autocorrelation__f_agg_""var""__maxlag_40",437790.4115
36,tsfresh_base,665,Open__autocorrelation__lag_9,1302271.0710795
37,tsfresh_base,665,Open__autocorrelation__lag_5,534054.8966990832
38,tsfresh_base,665,Open__autocorrelation__lag_8,489493.00295639125
39,tsfresh_base,665,"Promo__agg_autocorrelation__f_agg_""mean""__maxlag_40",767734.4558200818
40,tsfresh_base,665,Open__mean,752.7158992185715
41,tsfresh_base,665,StateHoliday_b__mean,4431.004395
42,tsfresh_base,665,"StateHoliday_0__agg_autocorrelation__f_agg_""median""__maxlag_40",278323.1437002833
43,tsfresh_base,665,StateHoliday_a__autocorrelation__lag_2,15.72744178
44,tsfresh_base,665,Open__autocorrelation__lag_3,436214.12508821674
45,tsfresh_base,665,DayOfWeek_4__autocorrelation__lag_4,7888312.0
46,tsfresh_base,665,DayOfWeek_4,605035.039
47,tsfresh_base,665,StateHoliday_c__autocorrelation__lag_5,490280.90619999997
48,tsfresh_base,665,"StateHoliday_0__agg_autocorrelation__f_agg_""mean""__maxlag_40",196241.42112546664
49,tsfresh_base,665,StateHoliday_0__autocorrelation__lag_4,92.27555095333332
50,tsfresh_base,665,"Open__agg_autocorrelation__f_agg_""var""__maxlag_40",478862.8573289118
51,tsfresh_base,665,"DayOfWeek_4__agg_autocorrelation__f_agg_""var""__maxlag_40",306.1720125
52,tsfresh_base,665,"DayOfWeek_4__agg_autocorrelation__f_agg_""mean""__maxlag_40",190498.1757202
53,tsfresh_base,665,DayOfWeek_1__autocorrelation__lag_6,2135086.0
54,tsfresh_base,665,"StateHoliday_b__agg_autocorrelation__f_agg_""mean""__maxlag_40",5995.593994999999
55,tsfresh_base,665,"DayOfWeek_7__agg_autocorrelation__f_agg_""mean""__maxlag_40",193642.3232117143
56,tsfresh_base,665,StateHoliday_c__autocorrelation__lag_8,1080736.0906
57,tsfresh_base,665,DayOfWeek_1__autocorrelation__lag_8,2006430.0
58,tsfresh_base,665,"DayOfWeek_5__agg_autocorrelation__f_agg_""mean""__maxlag_40",55786.66339159999
59,tsfresh_base,665,"DayOfWeek_1__agg_autocorrelation__f_agg_""median""__maxlag_40",617519.8900924
60,tsfresh_base,665,DayOfWeek_5__autocorrelation__lag_2,67591.3222975
61,tsfresh_base,665,StateHoliday_b__standard_deviation,3585.76025
62,tsfresh_base,665,Promo__autocorrelation__lag_1,470217.90619999997
63,tsfresh_base,665,"DayOfWeek_6__agg_autocorrelation__f_agg_""var""__maxlag_40",300286.35454
64,tsfresh_base,665,DayOfWeek_6__autocorrelation__lag_5,84348.1484
65,tsfresh_base,665,"DayOfWeek_3__agg_autocorrelation__f_agg_""var""__maxlag_40",374867.72802
66,tsfresh_base,665,DayOfWeek_6__autocorrelation__lag_1,179123.11601666667
67,tsfresh_base,665,"DayOfWeek_7__agg_autocorrelation__f_agg_""var""__maxlag_40",107448.7113465
68,tsfresh_base,665,DayOfWeek_4__autocorrelation__lag_1,301184.344
69,tsfresh_base,665,DayOfWeek_4__autocorrelation__lag_3,118851.883
70,tsfresh_base,665,DayOfWeek_6__autocorrelation__lag_3,762541.2083333334
71,tsfresh_base,665,DayOfWeek_2__autocorrelation__lag_2,81211.74743333334
72,tsfresh_base,665,DayOfWeek_3__autocorrelation__lag_2,2641.22217
73,tsfresh_base,665,StateHoliday_c__mean,234993.4421997
74,tsfresh_base,665,StateHoliday_0__autocorrelation__lag_5,357161.7767
75,tsfresh_base,665,DayOfWeek_6,765737.25
76,tsfresh_base,665,"DayOfWeek_4__agg_autocorrelation__f_agg_""median""__maxlag_40",360210.062
77,tsfresh_base,665,DayOfWeek_4__autocorrelation__lag_2,801575.9375
78,tsfresh_base,665,"DayOfWeek_6__agg_autocorrelation__f_agg_""median""__maxlag_40",51407.0156
79,tsfresh_base,665,"DayOfWeek_5__agg_autocorrelation__f_agg_""var""__maxlag_40",550993.625
0,featuretools,123,Open,331087219.36277777
1,featuretools,123,Promo,12349465.867198985
2,featuretools,123,DayOfWeek_6,7438075.6533421045
3,featuretools,123,month,3737358.323919229
4,featuretools,123,target_lagged_by_1,3638946.2256406816
5,featuretools,123,DayOfWeek_3,2621293.7708333335
6,featuretools,123,ts_id,1677910.915644142
7,featuretools,123,DayOfWeek_7,49318499.907926604
8,featuretools,123,StateHoliday_0,63957424.0
9,featuretools,123,DAY(Date) is unknown,1465900.3947500002
10,featuretools,123,WEEKDAY(Date) = 5,7926416.0
11,featuretools,123,MONTH(Date) = 12,17777201.0
12,featuretools,123,DayOfWeek_2,1735660.8405172413
13,featuretools,123,DayOfWeek_5,1068320.3351111112
14,featuretools,123,SchoolHoliday,1233173.3815454545
15,featuretools,123,DAY(Date) = 19,326176.4845
